Opportunity Name,OP Number,Brand Vertical Classification
Ørsted APEX Denmark/US Space Safari Awareness Q4'19 OP003950,OP003950,Technology & Computing
Campbell's Spark/APEX US Prego July 2020 OP005188,OP005188,CPG/Food & Drink
Smucker's Zenith/APEX US Folgers 1850 Q4'19-Q2'20 OP003938,OP003938,CPG/Food & Drink
Grupo Bimbo Starcom/APEX US Barcel Takis Q2-Q4'20 OP003923,OP003923,CPG/Food & Drink
HBO Hearts Science US Avenue 5 Tune-In Q4'19 OP003947,OP003947,Arts & Entertainment
Greenleaf Starcom/APEX USA Brand Q4'19 OP003952,OP003952,CPG/Food & Drink
Novartis Starcom/APEX US Cosentyx PsA FY'20 OP003891,OP003891,Health & Fitness
Grupo Bimbo Starcom/APEX US ABO Buns & Rolls Q2-Q3'20 OP003915,OP003915,CPG/Food & Drink
Novartis Starcom/APEX US Project Radar FY'19 OP003873,OP003873,Health & Fitness
Starbucks Starcom/APEX US Winter Retail Q1'20 OP003940,OP003940,Quick Service Restaurant (QSR)
Smucker's Zenith/APEX US Dunkin Awareness Q4'19-Q2'20 OP003937,OP003937,CPG/Food & Drink
Dairy Queen Spark/APEX US Food Q4'19 - Q2'20 OP003917,OP003917,Quick Service Restaurant (QSR)
Ralph Lauren APEX Fashion Show Q3'19 OP003850,OP003850,"Retail, Style & Fashion"
Sam's Club Icon Int. US Holiday Brand Campaign Q4'19 OP003874,OP003874,CPG/Food & Drink
FCA Starcom US RAM Power of Innovation HD Awareness Q4'19 OP003949,OP003949,Automotive
Dole Spark Foundry US Fridge Packs Q1'20 OP003894,OP003894,CPG/Food & Drink
NRG East Blue 449/APEX Philadelphia DMA Q4'19 OP003931,OP003931,Energy Oil/Gas
Grupo Bimbo Starcom/APEX US Entenmann's Little Bites FY'20 OP003853,OP003853,CPG/Food & Drink
FCA Starcom US Jeep Land Rover Defender Q3'19 Awareness OP003857,OP003857,Automotive
Akron Children's Hospital Marcus Thomas 2019 Brand Q4'19 OP003869,OP003869,Health & Fitness
Arby's Zenith/APEX US Reach FY'20 OP003932,OP003932,Quick Service Restaurant (QSR)
Houzz Blue449/APEX US Houzz + Disney's Soul Q4'20 OP003852,OP003852,Home & Garden
AltaMed Sensis CA 2020 Open Enrollment Q4'20 OP005642,OP005642,Health & Fitness
Novartis Starcom/APEX US Mayzent FY'20 OP003936,OP003936,Health & Fitness
Smucker's Zenith/APEX US Folgers Equity Q4'19-Q2'20 OP003948,OP003948,CPG/Food & Drink
Evolution Fresh Integer US Celery Glow Evergreen Q4'19 OP003911,OP003911,Health & Fitness
FCA Starcom US RAM Power of Innovation LD Awareness Q4'19 OP003943,OP003943,Automotive
Novartis Starcom/APEX US Cosentyx PsO FY'20 OP003889,OP003889,Health & Fitness
Novartis Starcom/APEX US Cosentyx AxialSpA (Branded) FY'20 OP003890,OP003890,Health & Fitness
Under Armour Digitas/APEX US Curry 7 Q4'19 OP003899,OP003899,"Retail, Style & Fashion"
Dole Spark Foundry US Fridge Packs Q4'19 OP003893,OP003893,CPG/Food & Drink
Microsoft RFI Centro US E-Books Q3'18-Q2'19 OP002820,OP002820,Technology & Computing
Zespri Kiwi Starcom/APEX International Awareness Q2-Q4'18 OP002742,OP002742,CPG/Food & Drink
St. Louis Science Center H&L Partners US Aircraft Carrier: Guardians of the Sea Q2-Q3'18 OP002756,OP002756,Travel & Tourism
Kao Publicis/APEX US Biore Awareness Q3'21 OP009355,OP009355,"Retail, Style & Fashion"
Paramount Home Entertainment Wavemaker US South Park SSN21 BD/DVD Q2'18 OP002794,OP002794,Arts & Entertainment
Paramount Home Entertainment Wavemaker US A Quiet Place DVD Q3'18 OP002748,OP002748,Arts & Entertainment
CA Lottery Casanova CA Jackpot Alerts Q3'18 OP002817,OP002817,Marketing & Media Services
Amazon Prime Video Initiative US Man in the High Castle Season 3 Q3-Q4'18 OP002762,OP002762,Arts & Entertainment
Scoot Performics/APEX International Markets Wandermust Campaign Q2'18 OP002803,OP002803,Travel & Tourism
Anthem Starcom Non-APEX US Medicare Q3-Q4'18 OP002813,OP002813,Health & Fitness
Lowe's Starcom/APEX US Craftsman Shoppable Bumper Q2-Q3'18 OP002787,OP002787,Home & Garden
Kohl's Zenith/APEX US Back to School Q3'18 OP002760,OP002760,"Retail, Style & Fashion"
Pizza Hut Blue 449/APEX US Flash Sale 4 Q2'18 OP002822,OP002822,Quick Service Restaurant (QSR)
Alibaba Wavenet Global Cloudy Q3'18 OP002826,OP002826,Technology & Computing
SpoonfulOne Sandbox US Influencer Q3'18 OP002828,OP002828,CPG/Food & Drink
Playtex ForwardPMX US Feminine Care Awareness Q2'19 OP003281,OP003281,CPG
Lyft Blue449/APEX US Local Driver Milwaukee WI Q2-Q3'18 OP002834,OP002834,Automotive
Nature's Path MediaPlus Seattle Love Crunch Q3'18 OP002814,OP002814,Health & Fitness
Meijer Starcom/APEX US Home Delivery FEP Vevo/Music Q3-Q4'18 OP002737,OP002737,CPG/Food & Drink
Lyft Blue449/APEX US Local Driver San Antonio Q2-Q3'18 OP002841,OP002841,Automotive
Red Lobster Spark/APEX US Event 2 Crabfest Q3'18 OP002798,OP002798,Quick Service Restaurant (QSR)
Pizza Hut Blue 449/APEX US Delivery Q2-Q3'18 OP002793,OP002793,Quick Service Restaurant (QSR)
Brown Forman Spark/APEX US Jack Daniels Tennessee Whiskey Q2-Q3'18 OP002763,OP002763,Alcohol/LDA
BB&T Moxie/APEX US Bankcard Launch Q3'18 OP002796,OP002796,"Business, Finance, Real Estate"
Harry Potter Omnia Media US Mobile Game Omnia Q3'18 OP002847,OP002847,Arts & Entertainment
Denny's Media Team Blue 449/APEX US Awareness Q2-Q3'18 OP002764,OP002764,Quick Service Restaurant (QSR)
Alcon Laboratories Starcom/APEX US Total 30 Lenscrafters Q3-Q4'21 OP009235,OP009235,Health & Fitness
Pearle Vision Energy BBDO US Influencer Q3'18 OP002827,OP002827,Health & Fitness
Starbucks Spark/APEX US Morning Routine Q2'18 OP002792,OP002792,Quick Service Restaurant (QSR)
Lyft Blue449/APEX US Local Driver San Diego Q2-Q3'18 OP002746,OP002746,Automotive
Five Star Urgent Care Publicis/APEX NY Influencer Integrated Q2-Q3'18 OP002765,OP002765,Health & Fitness
SpringRole International Blockchain Q3'18 OP002757,OP002757,Technology & Computing
Grupo Bimbo Starcom/APEX US Marinela Summer Music Q2-Q3'18 OP002815,OP002815,CPG/Food & Drink
Daisy Spark US Hispanic Campaign Q4'21 - Q2'22 OP009236,OP009236,CPG/Food & Drink
OMCA H&L Partners SF QueerCA Q2'19 OP002766,OP002766,Education
Lyft Blue449/APEX US Local Driver Madison WI Q2-Q3'18 OP002837,OP002837,Automotive
Concern Worldwide Exverus US IL Awareness FY21 OP009234,OP009234,Charitable Foundations
Spin Master Initiative US Paw Patrol Q2'18 OP002753,OP002753,CPG
Lyft Blue449/APEX US Local Driver Charlotte NC Q2-Q3'18 OP002832,OP002832,Automotive
Lyft Blue449/APEX US Local Driver Chicago Q2-Q3'18 OP002839,OP002839,Automotive
Farmers Insurance RFI Zenith/APEX US Awareness Q3'18-Q2'19 OP002816,OP002816,"Business, Finance, Real Estate"
Great Wolf Resorts Spark Foundry/APEX US Q2-Q3'18 OP002784,OP002784,Travel & Tourism
Footprint Labs Global Channel Ledger Paid Media Proposal Q4'18 OP002818,OP002818,Marketing & Media Services
Paramount Home Entertainment Wavemaker US Book Club DVD Q3'18 OP002830,OP002830,Arts & Entertainment
Lowe's Starcom/APEX US Paint Relaunch Q3'18-Q1'19 OP002745,OP002745,Home & Garden
Lyft Blue449/APEX US Local Driver New Orleans LA Q2-Q3'18 OP002835,OP002835,Automotive
Lyft Blue449/APEX US Local Driver Honolulu Q2-Q3'18 OP002836,OP002836,Automotive
Texas Tourism Proof US Awareness FY'19 OP002848,OP002848,Travel & Tourism
Dash Blockchain Integrated Influencer Q2-Q3'18 OP002761,OP002761,Technology & Computing
Post Cereal Spark/APEX US Honey Bunches of Oats Q4'18 OP003161,OP003161,CPG/Food & Drink
eBay Blue 449/APEX US Tech Season Q3-Q4'18 OP002825,OP002825,"Retail, Style & Fashion"
Drive Sober or Get Pulled Over Media Brokers Alabama July 4th Campaign Q3-Q4'18 OP002845,OP002845,Education
Amazon Prime Video Initiative US Jack Ryan Q3'18 OP002795,OP002795,Arts & Entertainment
Paramount Home Entertainment Wavemaker US A Quiet Place EST Q2-Q3'18 OP002749,OP002749,Arts & Entertainment
OMCA H&L Partners SF Eames Q4'18-Q1'19 OP002801,OP002801,Education
Arby's Initiative US Local Transformational Media Test Q3'18 OP002869,OP002869,Quick Service Restaurant (QSR)
Chase Ink Publicis/APEX US Droga5 Video Distribution Q3-Q4'18 OP002751,OP002751,"Business, Finance, Real Estate"
Ally Financial Spark US Auto Finance Recommendation Q3'18 OP002785,OP002785,Automotive
Texas A&M University Goodway Group US Awareness Q2-Q3'18 OP002790,OP002790,Education
eBay Blue 449/APEX US Prime Day Campaign Q3'18 OP002808,OP002808,"Retail, Style & Fashion"
Arby's Initiative US Local Window LTO's Ft. Wayne Mobile Q3'18 OP002821,OP002821,Quick Service Restaurant (QSR)
Lowe's Starcom/APEX US AOP MDV PRO Q2-Q3'18 OP002752,OP002752,Home & Garden
Super Bowl LIII Jackson Spalding ATL Super Bowl Experience Atlanta  Q4'18-Q1'19 OP002811,OP002811,Sports
Lyft Blue449/APEX US Local Driver Maui HI Q2-Q3'18 OP002838,OP002838,Automotive
Campbell's Spark/APEX US R&W FY22 (Q3'21-Q1'22) OP009311,OP009311,CPG/Food & Drink
Live Nation GMedia DMAs LOL Surprise Live Show Awareness Campaign Q2'21 OP009295,OP009295,Arts & Entertainment
Paramount Home Entertainment Wavemaker US Book Club EST Q3'18 OP002844,OP002844,Arts & Entertainment
Apple OMD US_ATV+ Schmigadoon_ILAAS Q2'21 OP009294,OP009294,Arts & Entertainment
Live Nation GMedia Radius Andrea Bocelli Q2'21 OP009291,OP009291,Arts & Entertainment
Red Lobster Spark/APEX US Event 3 Endless Shrimp Q3-Q4'18 OP002799,OP002799,Quick Service Restaurant (QSR)
Apple OMD US_ Apple Back to School_ILAAS Q3'21 OP009686,OP009686,Technology & Computing
ATT Hearts & Science US Mobility Postpaid LOB 5G Gaming DEMAND GEN ILAAS Q2-Q4 2021 OP009297,OP009297,Telecommunication
Victoria's Secret Digitas/APEX US Fall & Holiday Q3-Q4'18 OP002824,OP002824,"Retail, Style & Fashion"
Spin Master Initiative US Twisty Petz Q2-Q4'18 OP002743,OP002743,CPG
Chase Ink Publicis/APEX US Acquisition Q2-Q4'18 OP002750,OP002750,"Business, Finance, Real Estate"
Spin Master Initiative US Dirty Dough Q4'18 OP002812,OP002812,CPG
Lyft Blue449/APEX US Local Driver Washington DC Q2-Q3'18 OP002831,OP002831,Automotive
Lyft Blue449/APEX US Local Driver San Francisco Q2-Q3'18 OP002833,OP002833,Automotive
Arby's Initiative US Local Louisville Mobile Q3'18 OP002809,OP002809,Quick Service Restaurant (QSR)
Chanel Mindshare US Bleu De Chanel Q3'21 OP009290,OP009290,"Retail, Style & Fashion"
Starbucks Spark/APEX US Plus K-Cups Q3'18 OP002797,OP002797,CPG/Food & Drink
BIC Gamma Comm US Body Marks Q1'19 OP002744,OP002744,CPG
Amazon Prime Video Initiative US Lore S2 Q4'18 OP002804,OP002804,Arts & Entertainment
Cheetos Mac & Cheese_OMnet US Q3-Q4 2021 OP009312,OP009312,CPG
Just Overheard United Masters US/Canada/EU Artist Promotion Q2-Q4'18 OP002759,OP002759,Arts & Entertainment
Apple OMD US_Q4'21ATV+ Physical_ILAAS Q2'21 OP009293,OP009293,Arts & Entertainment
NeuroChaintech.IO Crypto Q2'18-Q1'19 OP002739,OP002739,Technology & Computing
BB&T RFI Moxie/APEX US Card Options Q3-Q4'18 OP002843,OP002843,"Business, Finance, Real Estate"
Apple OMD US_ATV+ Central Park S2_ILAAS Q2'21 OP009292,OP009292,Arts & Entertainment
Lyft Blue449/APEX US Local Driver Philadelphia Q2-Q3'18 OP002840,OP002840,Automotive
Hanes Spark Foundry US OLV Women's Q2'21 OP006351,OP006351,"Retail, Style & Fashion"
Apple OMD US_ATV+ Servant S2 Teaser_ILAAMS Q4'20 OP006479,OP006479,Arts & Entertainment
Honda Powersports Initiative US FY'21 Two-Wheel Vehicle (Rebel) Campaign Q1'21 OP006335,OP006335,Automotive
Infinox YouTube & Facebook Q1 2017 OP001826,OP001826,"Business, Finance, Real Estate"
Purdue University Echopoint Media Accepted Student Campaign 2021 Q1-Q2'20 OP006637,OP006637,"Business, Finance, Real Estate"
Operation Smile Quigley-Simpson US Holiday Q4'20 OP006591,OP006591,Charitable Foundations
Simon Malls Blue 449 NY/APEX US PO Q4'19 OP004115,OP004115,"Retail, Style & Fashion"
IKEA Back to College Influencer Q3 2017, Q3 2017,
Fiverr In Doers We Trust OP001808,OP001808,"Business, Finance, Real Estate"
Bai Superbowl 2017 OP001598,OP001598,CPG/Food & Drink
Hasbro OMD US Play-Doh Portfolio Q1-Q2'17 OP001602,OP001602,CPG
Checkers/Rally's Digital Video Campaign Q4 2016 - Q4 2017 OP001613,OP001613,Quick Service Restaurant (QSR)
Southwest Airlines Spark Foundry HOUSTON FY'18 OP002780,OP002780,Travel & Tourism
Prudential ILI Masterpiece of Love (CLTR) Q1 2017 OP001574,OP001574,"Business, Finance, Real Estate"
DPSG: Mott's Initiative US Mott's Trademark Q2-Q3'17 OP001607,OP001607,CPG/Food & Drink
MIchael Bolton The Orchard USA Q2 2017 OP001960,OP001960,Arts & Entertainment
New York Life Spark Foundry/APEX US Mature Affluent Q1-Q2'18 OP002475,OP002475,"Business, Finance, Real Estate"
Pizza Hut Blue 449/APEX US March Value Q2'20 OP004633,OP004633,Quick Service Restaurant (QSR)
Spin Master PHD US Mermaid High Fall Q3'21 OP010222,OP010222,CPG
Apple OMD US_iPhone Electric Company ILAAMS Q4'20 OP006559,OP006559,Technology & Computing
Impossible Foods Publicis/APEX DMA Awareness Phase 2 Q1'21 OP006651,OP006651,CPG
Morton Arboretum 2017 OP001825,OP001825,Family & Parenting
Southwest Airlines Spark Foundry SAN DIEGO FY'18 OP002775,OP002775,Travel & Tourism
Grupo Bimbo Starcom/APEX US Thomas Bagels FY'18 OP002174,OP002174,CPG/Food & Drink
Arapahoe Community College Amelie Denver Spring Enrollment Q4'20-Q1'21 OP006594,OP006594,Education
Alcon Laboratories Starcom/APEX US Pataday Q2'21 OP006556,OP006556,Health & Fitness
LEGO Matterkind/Initiative US Star Wars Holiday ILAAS Q4'20 OP006481,OP006481,CPG
Centro CDPHE Youth Campaign Q3-Q4 2017 OP002181,OP002181,Education
ATT Hearts & Science US Internet LOB ILAAS Q4'20 OP006593,OP006593,Telecommunication
Grupo Bimbo Starcom/APEX US Ricolino & Vero Q2-Q4'21 OP006487,OP006487,CPG/Food & Drink
Nestle MC Nido 2017 OP001599,OP001599,Family & Parenting
"Metro Mattress Jordan, Ross & Rose Advertising Black Friday/Cyber Monday Campaign Q4'20 OP006484",OP006484,Home & Garden
Meijer Publicis/APEX US Quality is No Accident Q2-Q4'20 OP004587,OP004587,CPG/Food & Drink
Cotton January 2017 OP001356,OP001356,"Retail, Style & Fashion"
WGU PHD US Awareness Q1'18 OP002048,OP002048,Education
Oxigen The Many US Pacesetters NYC DMA Q2-Q3'20 OP004586,OP004586,CPG/Food & Drink
Kao Publicis/APEX US Biore Awareness Q1'21 OP006644,OP006644,"Retail, Style & Fashion"
Channel Science ILAAS_Electrolux Frigidaire Q4'21 OP010827,OP010827,"Retail, Style & Fashion"
Daisy Spark Chicago/APEX US Cottage Cheese FY21 (Q1-Q4'21) OP006645,OP006645,CPG/Food & Drink
Snohomish County MediaPlus DMA Holiday Shopping Awareness Q4'20 OP006592,OP006592,Travel & Tourism
Novartis Starcom/APEX US Xiidra Q3-Q4'20 OP004632,OP004632,Health & Fitness
BB&T Moxie/APEX US Back in My Day Q2-Q3?18 OP002579,OP002579,"Business, Finance, Real Estate"
Whirlpool Digitas/APEX US Maytag Q2-Q3'18 OP002595,OP002595,Home & Garden
CA Lottery Casanova CA Triple Jackpot Q1-Q2'18 OP002565,OP002565,"Law, Govt & Politics"
Del Monte Starcom/APEX US Joyba Q2-Q3'21 OP006572,OP006572,CPG/Food & Drink
Sony Music US Jimi Hendrix Awareness Q1'18 OP002591,OP002591,Arts & Entertainment
Apple OMD US_ATV+ Dickinson S2 Trailer_ILAAMS Q4'20 OP006787,OP006787,Arts & Entertainment
Grupo Bimbo Starcom/APEX US BBU Entenmann's Peel & Reseal FY'21 OP005077,OP005077,CPG/Food & Drink
WarnerMedia Hearts & Science US Channel Science ILAAS HBO Bee Gees Q4'20 OP006788,OP006788,Arts & Entertainment
Amazon Prime Video Initiative US Grand Tour S3 Q4'18-Q1'19 OP002879,OP002879,Arts & Entertainment
Lyft Blue449/APEX US College Campaign Reno NV Q4'18 OP003133,OP003133,Automotive
Lyft Blue449/APEX US Local Driver Philadelphia Q3'18 OP002888,OP002888,Automotive
Picture Keeper MBI US Awareness Q3'18 OP002901,OP002901,Technology & Computing
Dairy Queen Spark/APEX US Treats Awareness Q3'21 OP009345,OP009345,Quick Service Restaurant (QSR)
Simon Malls Blue 449 NY/APEX US MALLS Q3-Q4'18 OP002898,OP002898,"Retail, Style & Fashion"
Steam Whistle Xaxis Canada Open Mind OLV Channel Science ILAAS Q2-Q3'21 OP009332,OP009332,CPG
Northrop Grumman Merkle DC Geo-Targeted Q3'18-Q1'19 OP002877,OP002877,"Law, Govt & Politics"
Starbucks Spark/APEX US Afternoons Q3'18 OP002868,OP002868,Quick Service Restaurant (QSR)
Anthem Starcom/APEX US Rest Easy Medicare Q3-Q4'18 OP002859,OP002859,Health & Fitness
Trader Joe's Initiative DMAs Brand Campaign (IL and PT) Q3-Q4'21 OP009317,OP009317,CPG
Dairy Queen Spark/APEX US Treats Q3'18 OP002878,OP002878,Quick Service Restaurant (QSR)
Lyft Blue449/APEX US Local Driver Chicago Q3'18 OP002881,OP002881,Automotive
Apple OMD US_ATV+ Mythic Quest S2 Finale_ILAAS Q2'21 OP009314,OP009314,Arts & Entertainment
BBI Luxe Collective Group US Twist Engagement Q3-Q4'21 OP009330,OP009330,"Retail, Style & Fashion"
Anthem Starcom/APEX US Rest Easy Small Group Q3-Q4'18,Q3-Q4'18,Health & Fitness
Starbucks Spark/APEX US Craft Coffee Q3-Q4'18 OP002894,OP002894,Quick Service Restaurant (QSR)
Mars/Wrigley Starcom/APEX US Walmart Caramel M&Ms Q3-Q4'18 OP002884,OP002884,CPG/Food & Drink
Kao Publicis/APEX US Biore Q3'18 OP002904,OP002904,"Retail, Style & Fashion"
UCSF Palisades Media SF Fall Healthcare Q3-Q4'18 OP002870,OP002870,Health & Fitness
Meijer Publicis/APEX US 2021 Brand Campaign CTV/OTT Only Q3-Q4'21 OP009346,OP009346,CPG/Food & Drink
Lyft Blue449/APEX Detroit Round Up & Donate Q4'18 OP003085,OP003085,Automotive
Lyft Blue449/APEX US Local Driver Maui HI Q3'18 OP002885,OP002885,Automotive
ATT Hearts & Science US ABS LOB Fiber ILAAS Q2-Q3'21 OP009316,OP009316,Telecommunication
Nature's Way Spark US Alive Q3-Q4'20 OP004774,OP004774,Health & Fitness
Lyft Blue449/APEX US Local Driver San Francisco Q3'18 OP002910,OP002910,Automotive
Amelie CDPHE Youth Campaign Q4'18-Q1'19 OP002915,OP002915,Education
Invisalign Publicis/APEX US Moms Bumpers Q3'21 (FY21) OP009414,OP009414,Health & Fitness
Invisalign Publicis/APEX US Moms Non-Skip 15 Q3'21 (FY21) OP009415,OP009415,Health & Fitness
McDonalds OMD US HCM FTHR 3 Craveability ILAAS Q2-Q3'21 OP009411,OP009411,CPG/Food & Drink
Coin Cloud Campbell Ewald US Q3'21 OP009429,OP009429,"Business, Finance, Real Estate"
Confidential Client PHD US Brand X Product X Q3-Q4'18 OP002914,OP002914,Technology & Computing
Sony OMD US Prince Streaming Catalog Q3'18 OP002909,OP002909,Arts & Entertainment
Red Pulse Brand Blockchain Global Q3'18 OP002916,OP002916,Technology & Computing
Invisalign Publicis/APEX US Teens Bumper Q3'21 OP009417,OP009417,Health & Fitness
Campbell's Spark/APEX US V8 Original Q1'19-Q3'19 OP002912,OP002912,CPG/Food & Drink
Invisalign Publicis/APEX US Adults Bumper Q3'21 OP009412,OP009412,Health & Fitness
OpAD NYC-5 Boroughs NY Dept of Health Q3'21 OP009425,OP009425,"Law, Govt & Politics"
Post Cereal Spark/APEX US Mondelez Sweet Cereals Q4'18 OP002913,OP002913,CPG/Food & Drink
Starbucks Spark/APEX US Teavana Packaged Q4'18 OP002861,OP002861,CPG/Food & Drink
Elijah Craig Bourbon Xenopsi US Firestarter Q4'18 OP002863,OP002863,Alcohol/LDA
Invisalign Publicis/APEX US Adults Non-Skip Q3'21 OP009413,OP009413,Health & Fitness
Vizio Palisades Media US Atmos Sound Bar Launch Q3-Q4'18 OP002911,OP002911,Technology & Computing
Invisalign Publicis/APEX US Teens Non-Skip Q3'21 OP009416,OP009416,Health & Fitness
Dieste: Goya YouTube Campaign: Q3-Q4'18 OP002866,OP002866,CPG/Food & Drink
Macy's Publicis/APEX US Lancôme Genifique Q3'18 OP002917,OP002917,"Retail, Style & Fashion"
Southwest Airlines Spark Foundry CA Hawaii Flight Launch Q3-Q4'18 OP002872,OP002872,Travel & Tourism
Southwest Airlines Spark Foundry July Sale Q3'18 OP002854,OP002854,Travel & Tourism
Lyft Blue449/APEX US Local Driver Pittsburgh Q3'18 OP002889,OP002889,Automotive
Travelers Publicis/APEX DMAs Brand Investment Pilot Q3-Q4'20 OP005124,OP005124,"Business, Finance, Real Estate"
Starz Digitas/APEX US Outlander S4 Q4'18 OP002880,OP002880,Arts & Entertainment
Microsoft APEX International Windows 7 End of Life Q4'18-Q2'19 OP002862,OP002862,Technology & Computing
Simon Malls Blue 449 NY/APEX US PO Q3-Q4'18 OP002900,OP002900,"Retail, Style & Fashion"
Lowe's Starcom/APEX US MDV PRO Shoppable Q3-Q4'18 OP002856,OP002856,Home & Garden
Lyft Blue449/APEX US Local Driver Washington DC Q3'18 OP002892,OP002892,Automotive
Mattel Spark US Adult Campaign ILAAS FY2021 OP010174,OP010174,Family & Parenting
Nature's Path MediaPlus Seattle EnviroKidz Q3-Q4'18 OP002855,OP002855,Family & Parenting
Lyft Blue449/APEX US Local Driver San Diego Q3'18 OP002891,OP002891,Automotive
Spin Master PHD Media US Bakugan Q3'21 OP010175,OP010175,CPG
Whirlpool Digitas/APEX US KitchenAid Mark of a Maker Q3-Q4'18 OP002858,OP002858,Home & Garden
UCSF Palisades Media SF Fall Awareness Q4'21 OP010169,OP010169,Health & Fitness
Nike Sapient Razorfish US Local Hero JDI Q3'18 OP002873,OP002873,Sports
Apple OMD US _Q421 Why Buy iPhone/Carrier Preroll_ILAAMS Q3'21 OP010200,OP010200,Technology & Computing
NOS Energy Drinks MBMG US Human Horsepower Q3'18 OP002864,OP002864,CPG/Food & Drink
Victoria's Secret Digitas/APEX US Tease Fragrance Q3'18 OP002875,OP002875,"Retail, Style & Fashion"
Lyft Blue449/APEX US Local Driver Milwaukee WI Q3'18 OP002886,OP002886,Automotive
M&C Saatchi US Music Mobile App Re-Brand Q3'18 OP002876,OP002876,Arts & Entertainment
CHOC Children's Hospital of OC Vitro Agency NY Mental Health & NYFW Q3'18 OP002857,OP002857,Health & Fitness
Lyft Blue449/APEX US Local Driver San Antonio Q3'18 OP002890,OP002890,Automotive
Ace Hardware Spark/APEX US Video Boosting Campaign Q4'18 OP002903,OP002903,Home & Garden
Lyft Blue449/APEX US Local Driver Honolulu Q3'18 OP002882,OP002882,Automotive
CSL Plasma Spark US Test ILAAS Q3-Q4'21 OP010171,OP010171,Health & Fitness
AMEX Universal McCann Canada Channel Science ILAAS Q4'21 OP010219,OP010219,"Business, Finance, Real Estate"
Campbell's Spark/APEX US Chunky & Chunky Maxx Q3-Q4'18 OP002874,OP002874,CPG/Food & Drink
Lyft Blue449/APEX US Local Driver Charlotte NC Q3'18 OP002893,OP002893,Automotive
Paramount Home Entertainment Wavemaker US MI6 Fallout DVD  Q4'18 OP002977,OP002977,Arts & Entertainment
Crayola Publicis Media/APEX US Awareness Q3'19 OP002905,OP002905,Arts & Entertainment
Mastercard Carat US Channel Science Inclusion Through Action Q2-Q3'21 OP008760,OP008760,"Business, Finance, Real Estate"
Lyft Blue449/APEX US Local Driver Madison WI Q3'18 OP002883,OP002883,Automotive
Lyft Blue449/APEX US Local Driver New Orleans LA Q3'18 OP002887,OP002887,Automotive
Leukemia Lymphoma Cancer Fundraising Q1 2017 OP001902,OP001902,Society
Apple OMD US Shark Bait_iPad Float ILAAMS Q2'20 OP005078,OP005078,Arts & Entertainment
Southwest Airlines Spark Foundry MEXICO CITY FY'18 OP002783,OP002783,Travel & Tourism
NBA Mediavest US Regular Season Awareness & Tune-In Q1'18 OP002183,OP002183,Sports
Apple OMD US_Hot Cheetos ILAAMS Q1'21 OP006741,OP006741,Technology & Computing
Ammunition: New Phone Launch Q2 - Q4 2017 OP001429,OP001429,Technology & Computing
Covered CA Campbell Ewald USA MS Open Enrollment 5 Q4 17' - Q1 18' OP002002,OP002002,Health & Fitness
Nintendo Blue 449/APEX US Captain Toad Treasure Tracker Q3'18 OP002771,OP002771,Technology & Computing
Blackrock iShares US 2017 / CF OP001332,OP001332,"Business, Finance, Real Estate"
Wharton Executive Education Mediassociates International Q3 2017 OP002005,OP002005,Education
Missouri Tourism H&L Partners Midwest Q2'18 OP001997,OP001997,Travel & Tourism
McDonalds OMD US HCM Craveability Q1'21 OP006861,OP006861,Quick Service Restaurant (QSR)
GoldieBlox US Microsoft MakeCode IL as a Managed Service Q4'20 OP006829,OP006829,Arts & Entertainment
Lolli US DR_Browser Extension Downloads as a Managed Service Q1'21 OP006975,OP006975,Technology & Computing
California Milk Advisory Board Deutsch DMA CTV FY'21 OP006930,OP006930,CPG/Food & Drink
CDW OLV & Influencer Q1-Q2 2017 OP001631,OP001631,
24 Hour Fitness Blue 449/APEX US Olympic Media Plan Q3 2017 OP002177,OP002177,Health & Fitness
Exxon Mobile CLV COV 8 Fleet 2017 OP001633,OP001633,Automotive
Honda Powersports Initiative US MKCA Q1'18 OP002179,OP002179,Automotive
Cacique Cheese Deutsch DMA YT Campaign FY'21 OP006863,OP006863,CPG/Food & Drink
Sony Music: Tina Guo GDN/YouTube Q1 2017 OP001833,OP001833,Arts & Entertainment
Covered CA Baru CA FY'20 COVID-19 Q2'20 OP004637,OP004637,Health & Fitness
Volvo TEST FY 2017 OP001174,OP001174,Automotive
Invisalign Publicis/APEX US Adults Bumper Q1'21 OP006925,OP006925,Health & Fitness
The Carlos Watson Show OZY Media US Awareness Q1'21 OP006936,OP006936,Arts & Entertainment
Leesa Publicis/APEX US Brand Awareness Q1'21 OP006953,OP006953,CPG
CDPH Sensis CA Youth Cannabis Prevention Q2'21-Q4'22 OP006845,OP006845,Health & Fitness
Nature Made Neo-Mindshare US Nurish Influencer ILAAS Q1'21 OP006864,OP006864,CPG
Cattlemen's BBQ Marlin Network US BBQ Sauce Q1-Q3'18 OP002099,OP002099,CPG/Food & Drink
BakerStreet: Honda NorCal Regional Q2 Test 2017 OP001628,OP001628,Automotive
Invisalign Publicis/APEX US Moms Non-Skip 15 Q1'21 (FY21) OP006922,OP006922,Health & Fitness
Covered CA Baru CA June Special Enrollment SE20 Q2'20 OP004634,OP004634,Health & Fitness
Western Pest Services Q2-Q4 2017 OP001629,OP001629,Home & Garden
Kohl's Spark/APEX US Audio Ads Q1-Q2'21 OP006814,OP006814,"Retail, Style & Fashion"
